Price,Rooms,Bathrooms,Car Parks,Property Type,Size,Furnishing
600000,3,2,1,3,935,2
600000,3,2,1,3,935,2
600000,3,2,1,3,935,2
600000,3,2,1,3,935,2
600000,3,2,1,3,935,0
608000,3,2,1,3,935,2
610000,3,2,1,3,935,2
618000,3,2,1,3,935,1
620000,3,2,1,3,935,0
620000,3,2,1,3,935,1
620000,3,2,1,3,935,0
620000,3,2,1,3,935,0
625000,3,2,1,3,935,1
628000,3,2,1,3,935,1
628000,3,2,1,3,935,2
630000,3,2,1,3,935,1
630000,3,2,1,3,935,0
630000,3,2,1,3,935,2
630000,3,2,1,3,935,1
630000,3,2,2,1,935,1
630000,3,2,2,1,935,1
630000,3,2,2,1,935,1
630000,3,2,1,3,935,2
630000,3,2,2,1,935,1
638000,3,2,2,1,935,2
640000,3,2,2,1,935,1
640000,3,2,2,1,935,1
640000,3,2,2,1,935,1
640000,3,2,2,1,935,1
640000,3,2,2,1,935,1
640000,3,2,1,3,935,1
640000,3,2,1,3,935,0
645000,3,2,2,1,935,1
645000,3,2,1,3,935,0
645000,3,2,2,1,935,1
650000,3,2,2,3,935,2
650000,2,2,1,3,935,0
650000,3,2,2,1,935,1
650000,3,2,2,1,935,1
655000,3,2,2,1,935,1
655000,2,2,2,1,935,1
658000,3,2,2,1,935,1
660000,3,2,1,3,935,2
660000,3,2,2,1,935,1
670000,3,2,2,3,935,2
675000,3,2,2,1,935,1
678000,3,2,2,1,935,1
679000,3,2,2,1,935,1
680000,3,2,2,1,935,1
680000,3,2,2,1,935,1
680000,2,2,1,3,935,2
680000,3,2,2,1,935,1
680000,3,2,2,1,935,1
680000,3,2,2,1,935,1
680000,2,2,2,1,935,2
680000,4,4,2,1,935,1
680000,3,2,2,1,935,2
680000,3,2,2,1,935,1
680000,3,2,2,1,935,1
680000,3,2,2,1,935,1
685000,3,2,1,3,935,1
695000,3,2,2,1,935,1
700000,4,2,2,1,935,2
700000,3,2,2,1,935,2
710000,3,2,2,1,935,1
718000,3,2,2,1,935,1
720000,3,2,2,1,935,1
720000,3,2,2,1,935,1
730000,3,2,2,1,935,2
750000,3,2,1,3,935,2
788000,3,2,2,1,935,2
1150000,2,2,1,3,935,1
1400000,3,3,2,3,935,1
1473500,2,2,1,3,935,1
1486000,2,2,1,3,935,1
1500000,2,2,1,3,935,1
1561622,2,2,1,3,935,1
1561622,2,2,1,3,935,1
1576840,2,2,1,3,935,1
1580000,2,2,1,3,935,1
299999,2,2,1,1,936,1
305000,3,2,1,0,936,1
328888,2,2,1,1,936,1
329000,3,2,1,0,936,1
365000,3,2,1,1,936,1
380000,3,2,1,1,936,1
399000,3,2,1,1,936,0
399000,3,2,1,1,936,0
400000,2,2,1,1,936,2
415000,3,2,1,1,936,1
420000,3,2,1,1,936,1
428000,3,2,1,1,936,1
430000,2,2,2,1,936,1
430000,2,2,2,1,936,2
430000,2,2,2,1,936,1
430000,2,2,1,1,936,2
435000,2,2,2,1,936,0
435000,2,2,2,1,936,1
438000,2,2,2,1,936,0
438000,2,2,2,1,936,1
440000,2,2,2,1,936,1
448000,2,2,2,1,936,1
450000,2,2,2,1,936,2
450000,3,2,1,3,936,1
460000,2,2,2,1,936,1
470000,2,2,2,1,936,2
478000,2,2,2,1,936,1
480000,2,2,2,1,936,0
480000,2,2,2,1,936,2
480000,2,2,2,1,936,1
500000,2,2,2,1,936,1
500000,2,2,2,1,936,1
500000,2,2,2,1,936,0
510000,2,2,2,1,936,2
510000,3,2,2,3,936,2
518000,2,2,2,1,936,1
520000,2,2,2,1,936,1
530000,3,2,2,1,936,1
560000,3,2,1,1,936,1
625000,2,2,1,3,936,1
625000,2,2,1,3,936,1
625000,2,2,1,3,936,1
625000,2,2,1,3,936,1
625000,2,2,1,3,936,2
625000,2,2,1,3,936,2
648000,3,2,2,3,936,1
650000,2,2,1,1,936,2
730000,2,2,1,3,936,1
950000,2,2,2,3,936,2
995000,2,2,1,3,936,2
1050000,2,2,1,3,936,2
1100000,2,2,1,3,936,1
1150000,2,2,2,1,936,2
1600000,2,2,2,3,936,2
450000,3,2,1,3,937,1
1420000,1,1,1,3,937,2
2530000,2,2,1,3,937,2
360000,3,2,1,1,938,1
380000,3,2,1,1,938,1
390000,3,2,1,1,938,2
398000,3,2,1,1,938,2
399000,3,2,1,1,938,2
400000,3,2,1,1,938,1
408000,3,2,1,1,938,1
410000,3,2,1,1,938,1
410000,3,2,1,1,938,1
410000,3,2,1,1,938,2
410000,3,2,1,1,938,1
418000,3,2,1,1,938,2
418000,3,2,1,1,938,2
420000,3,2,1,1,938,2
420000,3,2,1,1,938,2
422000,3,2,1,1,938,2
427000,3,2,1,1,938,0
428000,3,2,1,1,938,2
428000,3,2,1,1,938,1
428000,3,2,1,1,938,1
428000,3,2,1,1,938,2
428000,3,2,1,1,938,2
430000,3,2,1,1,938,1
430000,3,2,1,1,938,2
430000,3,2,1,1,938,1
445000,3,3,1,1,938,2
446000,3,2,1,1,938,2
450000,3,2,1,1,938,2
460000,3,2,1,1,938,1
460000,3,2,1,1,938,2
620000,2,2,1,1,938,2
1300000,1,1,1,3,938,1
1539000,1,1,1,3,938,1
1600000,2,2,1,3,938,1
270000,3,2,1,1,940,0
330000,3,2,2,1,940,1
340000,3,2,1,1,940,1
378000,3,2,1,1,940,1
388000,4,2,2,3,940,1
388000,4,2,2,0,940,1
388000,3,2,1,1,940,1
388000,4,2,2,1,940,1
388000,4,2,2,3,940,1
388000,4,2,2,3,940,1
388000,4,2,2,3,940,1
400000,3,2,1,1,940,1
400000,3,2,1,3,940,0
425000,3,2,1,1,940,1
430000,3,2,2,3,940,1
450000,3,2,2,3,940,1
450000,3,2,2,3,940,1
460000,3,2,2,3,940,1
490000,3,2,2,1,940,1
550000,3,2,2,1,940,2
550000,3,2,2,1,940,0
580000,3,2,2,1,940,0
580000,3,2,2,1,940,0
580000,3,2,2,1,940,0
580000,3,2,2,1,940,0
580000,3,2,2,1,940,0
580000,3,2,2,1,940,0
590000,3,2,2,1,940,0
590000,2,2,2,1,940,0
620000,2,2,1,1,940,2
623000,3,2,2,1,940,0
650000,2,2,2,1,940,0
1595000,1,1,1,3,940,2
315000,3,2,1,1,941,1
330000,3,2,1,1,941,1
428000,3,2,1,1,941,1
435000,3,2,1,1,941,1
1000000,2,2,1,3,941,0
330000,3,2,1,1,942,0
980000,1,2,1,3,942,2
1000000,1,1,1,3,942,2
1010000,1,1,1,3,942,2
1010000,1,2,1,3,942,2
1010000,1,2,1,3,942,2
1010000,1,1,1,3,942,2
1010000,1,1,1,3,942,2
1010000,1,2,1,3,942,2
1010000,1,2,1,3,942,2
1010000,2,2,1,3,942,2
340000,3,2,1,0,943,1
350000,3,2,2,1,943,1
360000,3,2,2,1,943,1
360000,3,2,2,1,943,0
360000,3,2,2,1,943,0
367000,3,2,2,1,943,0
368000,3,2,2,1,943,1
368000,3,2,2,1,943,1
368000,3,2,2,1,943,0
368000,3,2,2,1,943,0
368000,3,2,2,1,943,0
368000,3,2,2,1,943,0
390000,2,2,1,3,943,1
397000,3,2,1,1,943,0
429000,2,2,1,3,943,1
430000,2,2,2,3,943,0
430000,2,2,2,3,943,0
430000,2,3,1,3,943,0
635000,2,2,2,1,943,1
650000,2,2,2,1,943,0
688000,2,2,2,1,943,0
720000,2,2,2,1,943,2
800000,1,2,2,3,943,2
800000,1,2,1,3,943,2
800000,1,2,1,3,943,2
840000,1,2,1,3,943,2
850000,1,1,1,3,943,2
1000000,1,2,1,3,943,2
345000,3,2,1,0,945,1
345000,3,2,1,0,945,1
360000,3,2,2,1,945,0
385000,2,2,2,3,945,0
388000,3,2,1,1,945,1
395000,3,2,1,1,945,0
400000,3,2,2,1,945,2
409000,3,2,1,1,945,0
410000,3,1,1,1,945,0
415000,3,2,1,1,945,0
418000,3,2,1,1,945,1
420000,3,2,1,1,945,1
438000,3,2,1,3,945,0
455000,3,2,1,1,945,1
548000,2,2,1,1,945,2
590000,3,2,1,3,945,2
599999,3,2,1,3,945,0
620000,3,2,1,3,945,1
628000,3,2,1,3,945,0
640000,3,2,1,3,945,1
640000,3,2,1,3,945,1
799000,3,2,1,3,945,2
917086,2,2,1,1,945,1
1130000,1,1,1,3,945,2
1209600,2,2,1,3,945,2
360000,3,2,2,1,946,1
369000,3,2,1,1,946,1
373000,3,2,1,1,946,1
378000,3,2,1,1,946,2
380000,4,3,1,1,946,1
395000,2,2,2,3,946,0
420000,3,2,1,1,946,1
420000,3,2,1,3,946,0
428000,3,2,1,1,946,2
435000,3,2,1,1,946,2
550000,3,2,1,1,946,0
560000,3,2,2,1,946,2
1330000,2,2,1,1,946,1
1450000,2,2,1,1,946,2
1488888,2,2,1,1,946,2
250000,3,2,1,2,947,1
320000,3,2,1,0,947,1
330000,3,2,1,1,947,1
330000,3,2,1,1,947,0
345000,3,2,1,0,947,1
350000,3,2,1,1,947,1
368000,3,2,2,1,947,1
368000,3,2,2,1,947,0
380000,3,2,1,1,947,1
380000,3,2,1,1,947,1
380000,3,2,1,1,947,1
390000,3,2,1,1,947,1
390000,3,2,1,1,947,1
390000,3,2,1,1,947,2
400000,3,2,1,1,947,1
400000,3,2,1,1,947,1
420000,3,2,1,1,947,1
500000,2,2,1,1,947,1
514000,3,2,2,1,947,0
514900,3,2,2,1,947,0
520000,3,2,1,1,947,1
650000,2,2,1,1,947,2
720000,2,2,1,1,947,2
730000,2,2,1,3,947,2
830000,2,2,1,0,947,1
855000,2,2,1,0,947,1
900000,2,2,1,3,947,1
947000,2,2,1,3,947,1
1050000,2,2,1,3,947,2
1080000,2,2,1,3,947,2
1180000,2,2,2,3,947,2
350000,3,2,1,0,948,1
465000,3,2,1,1,948,0
480000,3,2,1,3,948,0
480000,3,2,1,3,948,1
500000,3,2,1,1,948,0
500000,3,2,1,3,948,0
500000,3,2,1,3,948,1
500000,3,2,1,3,948,0
500000,3,2,1,3,948,1
500000,3,2,1,3,948,0
500000,3,2,1,3,948,0
500000,3,2,1,3,948,0
505000,3,2,1,3,948,0
515000,3,2,1,3,948,0
518000,3,2,1,3,948,0
520000,3,2,1,3,948,0
520000,3,2,1,1,948,1
520000,3,2,1,3,948,0
520000,3,2,1,3,948,0
525000,3,2,2,3,948,1
527000,3,2,2,3,948,0
530000,3,2,2,3,948,0
530000,3,2,1,3,948,0
530000,3,2,2,3,948,0
530000,3,2,2,3,948,0
530000,3,2,2,3,948,0
540000,3,2,1,3,948,0
550000,3,2,1,3,948,0
550000,3,2,1,3,948,2
570000,3,2,1,3,948,2
580000,3,2,2,3,948,1
590000,4,2,2,3,948,1
600000,3,2,1,3,948,0
608000,2,2,2,3,948,0
620000,2,2,1,3,948,1
625000,4,2,1,3,948,0
655000,3,2,2,1,948,1
655000,3,2,2,1,948,1
655000,3,2,2,1,948,1
655000,3,2,2,1,948,0
655000,3,2,2,1,948,1
722000,3,2,2,1,948,1
738000,3,2,1,3,948,2
815000,3,2,2,1,948,1
1200000,2,2,1,3,948,2
1880000,2,2,1,3,948,2
2204000,2,2,1,3,948,2
2288000,2,2,1,3,948,1
330000,3,2,1,0,949,1
348000,3,2,1,0,949,1
360000,3,2,1,0,949,1
368000,3,2,1,0,949,1
370000,3,2,1,0,949,1
375000,3,2,1,0,949,2
220000,3,2,1,2,950,1
260000,3,2,1,0,950,1
295000,3,2,2,0,950,1
295000,2,2,1,1,950,1
299000,2,2,1,1,950,2
299999,3,2,1,0,950,1
307000,3,2,1,0,950,1
308000,2,2,1,1,950,1
319000,2,2,1,1,950,1
320000,3,2,1,1,950,1
320000,3,2,1,0,950,1
320000,3,2,1,0,950,1
328000,3,2,1,3,950,1
328000,3,2,1,1,950,0
329000,3,2,1,1,950,1
330000,3,2,1,3,950,1
330000,3,2,1,3,950,1
330000,3,2,1,3,950,1
330000,3,2,1,1,950,1
330000,3,2,1,3,950,1
330000,3,2,1,0,950,2
330000,3,2,1,3,950,1
330000,3,2,1,1,950,1
330000,3,2,2,3,950,1
330000,3,2,1,1,950,1
333000,3,2,1,1,950,1
335000,3,2,1,3,950,1
335000,3,2,1,3,950,1
335000,3,2,1,3,950,0
335000,3,2,1,3,950,0
335000,3,2,1,0,950,1
335000,3,2,1,3,950,1
338000,3,2,2,3,950,1
338000,3,2,1,0,950,0
338000,3,2,1,3,950,1
340000,3,2,1,3,950,1
340000,3,2,1,0,950,0
340000,3,2,1,3,950,1
340000,3,2,1,3,950,1
340000,3,2,1,0,950,1
340000,3,2,1,3,950,1
340000,3,2,1,3,950,2
340000,3,2,2,3,950,1
340000,3,2,1,3,950,1
340000,3,2,1,3,950,2
340000,3,2,2,3,950,1
340000,3,2,1,3,950,2
340000,3,2,1,3,950,2
340000,3,2,1,3,950,2
340000,3,2,1,3,950,2
340000,3,2,1,3,950,0
340000,3,2,1,0,950,1
345000,3,2,1,3,950,1
345000,3,2,1,3,950,1
345000,3,2,1,3,950,1
345000,3,2,1,1,950,1
345000,3,2,1,3,950,1
345000,3,2,1,3,950,1
345000,3,2,1,3,950,0
345000,3,2,1,3,950,1
345000,3,2,2,3,950,1
345000,3,2,1,3,950,2
345000,2,2,1,1,950,1
345000,3,2,1,3,950,1
345000,3,2,1,3,950,1
345000,3,2,1,3,950,1
348000,3,2,1,3,950,1
348000,3,2,2,3,950,1
348000,3,2,1,3,950,1
348000,3,2,2,3,950,0
348000,3,2,1,3,950,1
349000,3,2,1,3,950,1
349999,3,2,1,3,950,1
350000,3,2,1,3,950,1
350000,3,2,1,3,950,2
350000,3,2,1,3,950,1
350000,3,2,1,3,950,1
350000,3,2,1,3,950,1
350000,3,2,1,3,950,1
350000,3,2,2,3,950,1
350000,3,2,2,3,950,1
350000,3,2,1,3,950,2
350000,3,2,1,3,950,1
350000,3,2,1,3,950,1
350000,3,2,1,3,950,1
350000,3,2,2,3,950,1
350000,3,2,1,3,950,0
350000,3,2,1,3,950,1
350000,3,2,1,3,950,1
350000,3,2,2,3,950,1
350000,3,2,2,3,950,1
350000,3,2,1,3,950,2
350000,3,2,1,3,950,2
350000,3,2,1,3,950,1
350000,3,2,1,3,950,1
350000,3,2,1,3,950,1
350000,3,2,1,3,950,1
350000,3,2,1,3,950,1
350000,3,2,1,3,950,0
355000,3,2,1,3,950,1
358000,3,2,2,3,950,1
358000,3,2,1,3,950,1
358000,3,2,2,3,950,1
358000,3,2,1,3,950,1
358000,3,2,1,0,950,0
360000,3,2,1,3,950,1
360000,3,2,2,3,950,1
360000,3,2,2,3,950,1
360000,3,2,2,3,950,1
360000,3,2,1,3,950,1
360000,3,2,1,3,950,1
360000,3,2,1,3,950,1
360000,3,2,1,3,950,1
360000,3,2,1,0,950,1
360000,3,2,2,3,950,2
360000,3,2,1,3,950,2
360000,3,2,1,3,950,2
360000,3,2,1,3,950,2
360000,3,2,1,3,950,2
360000,3,2,2,3,950,1
360000,3,2,1,3,950,1
360000,3,2,2,3,950,2
360000,3,2,2,3,950,1
360000,3,2,2,3,950,2
360000,3,2,1,3,950,1
360000,3,2,2,3,950,1
360000,3,2,2,3,950,1
360000,3,2,2,3,950,1
360000,3,2,2,3,950,1
360000,3,2,1,3,950,1
360000,3,2,2,3,950,1
363000,3,2,1,3,950,1
365000,3,2,1,1,950,1
365000,3,2,1,3,950,2
365000,3,2,2,3,950,2
365000,3,2,1,3,950,0
365000,3,2,1,3,950,1
368000,3,2,1,3,950,1
368000,3,2,1,3,950,1
368000,3,2,1,3,950,1
368000,3,2,2,3,950,1
368000,3,2,2,3,950,0
368000,3,2,1,3,950,1
368000,3,2,1,3,950,1
368000,3,2,2,3,950,0
368000,3,2,1,3,950,1
370000,3,2,2,3,950,1
370000,3,2,2,3,950,1
370000,3,2,1,3,950,1
370000,3,2,1,3,950,1
370000,3,2,1,3,950,1
370000,3,2,1,3,950,1
370000,3,2,1,3,950,1
370000,3,2,2,3,950,1
370000,3,2,1,3,950,2
370000,3,2,1,3,950,1
370000,3,2,1,3,950,1
370000,3,2,1,3,950,0
370000,3,2,2,3,950,1
370000,3,2,1,3,950,1
370000,3,2,1,3,950,1
370000,3,2,1,3,950,1
370000,3,2,1,1,950,1
370000,3,2,1,1,950,2
370000,3,2,1,3,950,1
375000,3,2,1,1,950,1
375000,3,2,1,1,950,0
375000,3,2,1,1,950,0
375000,3,2,1,1,950,0
375000,3,2,1,1,950,0
375000,3,2,1,1,950,1
375000,3,2,2,3,950,1
375000,3,2,1,3,950,1
375000,3,2,1,3,950,2
375000,3,2,1,3,950,2
375000,3,2,1,3,950,1
375000,3,2,2,3,950,1
378000,3,2,1,3,950,1
380000,3,2,2,1,950,0
380000,3,2,2,1,950,0
380000,3,2,2,3,950,2
380000,3,2,2,3,950,1
380000,4,2,2,1,950,0
380000,3,2,2,3,950,1
380000,3,2,1,3,950,2
380000,3,2,2,3,950,1
380000,3,2,2,3,950,1
380000,3,2,2,1,950,0
380000,4,2,2,1,950,0
380000,4,2,2,1,950,0
380000,3,2,1,0,950,2
380000,4,2,2,1,950,0
380000,4,2,2,1,950,0
380000,3,2,1,3,950,2
380000,4,2,2,1,950,0
380000,4,2,2,1,950,0
380000,3,2,2,3,950,1
380000,3,2,2,3,950,1
380000,3,3,1,3,950,1
380000,3,2,1,3,950,2
380000,4,2,2,1,950,1
380000,4,2,2,1,950,0
380000,4,2,2,1,950,1
380000,4,2,2,1,950,0
380000,4,2,2,1,950,0
380000,4,2,2,1,950,0
380000,3,2,1,3,950,1
380000,2,2,1,1,950,2
380000,4,2,2,1,950,0
380000,3,2,2,3,950,2
380000,3,2,2,3,950,2
380000,4,2,2,1,950,0
380000,4,2,2,1,950,0
380000,4,2,2,0,950,0
380000,3,2,1,3,950,1
380000,4,2,2,1,950,0
380000,4,2,2,1,950,0
380000,3,2,1,3,950,1
380000,3,2,2,1,950,0
380000,3,2,2,1,950,0
380000,3,2,2,1,950,0
380000,3,2,2,1,950,0
380000,3,2,2,1,950,0
380000,3,2,2,1,950,0
380000,3,2,2,1,950,0
380000,3,2,2,1,950,0
380000,3,2,1,3,950,1
380000,3,2,2,3,950,1
380000,3,2,2,3,950,1
380000,3,2,1,3,950,1
380000,4,2,2,3,950,0
382000,3,2,2,3,950,2
385000,3,2,1,3,950,1
385000,3,2,1,3,950,1
388000,4,2,2,3,950,1
388000,4,2,2,1,950,1
388000,3,2,1,1,950,0
388000,3,2,2,3,950,2
388000,3,2,1,3,950,0
390000,3,2,1,3,950,2
390000,3,2,2,3,950,1
390000,3,2,1,3,950,1
390000,3,2,1,3,950,2
390000,3,2,2,3,950,1
390000,3,2,2,3,950,1
390000,3,2,2,3,950,1
390000,3,2,2,3,950,2
390000,3,2,2,3,950,2
390000,3,2,1,3,950,1
390000,3,2,1,3,950,1
395000,2,2,1,1,950,1
395000,3,2,1,3,950,1
395000,3,2,2,3,950,1
395000,3,2,1,3,950,1
395000,3,2,1,3,950,2
395000,3,2,2,3,950,1
395000,3,2,1,3,950,1
395000,3,2,2,3,950,1
398000,3,2,2,3,950,0
398000,3,2,1,3,950,1
398000,3,2,1,3,950,1
398000,3,2,1,3,950,0
398000,3,2,1,3,950,1
398000,3,2,1,1,950,1
398000,3,2,2,3,950,1
399000,3,2,1,3,950,1
399000,3,2,1,1,950,1
399000,3,2,1,1,950,1
400000,3,2,2,3,950,1
400000,3,2,1,3,950,0
400000,3,2,2,3,950,1
400000,3,2,1,3,950,2
400000,3,2,1,3,950,2
400000,3,2,2,3,950,1
400000,4,2,2,1,950,0
400000,4,2,2,1,950,1
400000,3,2,2,3,950,1
400000,3,2,2,3,950,2
400000,3,2,1,1,950,1
400000,3,2,1,3,950,1
405000,3,2,2,3,950,1
405000,3,2,2,1,950,0
408000,3,2,2,3,950,1
408000,2,2,1,1,950,1
410000,3,2,1,3,950,2
410000,3,2,1,1,950,1
410000,3,2,1,3,950,1
410000,3,2,2,1,950,0
410000,3,2,1,3,950,2
410000,3,2,2,0,950,0
410000,3,2,2,3,950,1
418000,3,2,1,3,950,1
419999,3,2,1,0,950,1
420000,3,2,1,3,950,2
420000,3,2,1,3,950,1
420000,3,2,1,3,950,2
420000,3,2,1,1,950,1
420000,3,2,2,3,950,1
420000,3,2,1,3,950,2
420000,3,2,2,3,950,1
425000,3,2,2,3,950,1
425000,3,2,2,3,950,1
425000,3,2,2,3,950,1
430000,3,2,1,3,950,1
430000,3,2,2,3,950,1
430000,3,2,2,1,950,1
430000,3,2,1,3,950,1
430000,3,2,1,1,950,1
433000,3,2,2,3,950,1
435000,3,2,1,3,950,1
438000,3,2,1,3,950,2
440000,3,2,1,3,950,1
440000,3,2,2,3,950,1
449000,3,2,1,3,950,2
450000,3,2,2,3,950,1
450000,3,2,1,3,950,2
450000,3,2,2,3,950,1
450000,3,2,1,1,950,1
450000,3,2,1,3,950,2
450000,3,2,2,3,950,1
450000,3,2,1,3,950,2
450000,3,2,1,3,950,2
450000,3,2,1,3,950,2
450000,3,2,2,1,950,0
450000,3,2,1,3,950,1
450000,3,2,1,3,950,1
450000,3,2,1,3,950,2
450000,3,2,2,3,950,1
450000,3,2,2,3,950,1
460000,3,2,2,3,950,1
460000,3,2,2,3,950,2
468000,3,2,2,3,950,2
468000,3,2,1,1,950,1
470000,3,2,2,3,950,2
470000,3,2,2,3,950,2
475000,3,2,1,3,950,2
475000,4,2,2,3,950,1
480000,3,2,1,1,950,1
480000,3,2,1,1,950,1
480000,3,2,3,3,950,1
485000,3,2,1,1,950,2
485000,3,2,1,3,950,2
488000,3,2,1,3,950,2
488000,3,2,1,3,950,2
500000,2,2,1,1,950,1
500000,2,2,2,1,950,2
500000,2,2,1,3,950,1
500000,2,2,1,1,950,1
519000,3,2,2,1,950,1
521000,3,2,2,3,950,2
560000,3,2,2,1,950,2
578000,3,2,2,1,950,1
578000,2,2,1,3,950,1
578000,2,2,1,3,950,1
579888,2,2,1,3,950,1
580000,2,2,1,3,950,1
590000,2,2,1,3,950,2
600000,2,2,1,3,950,2
605000,2,2,1,3,950,1
610000,2,2,1,3,950,1
610000,2,2,1,1,950,1
612000,3,3,2,1,950,0
640000,2,2,1,3,950,2
640000,2,2,1,3,950,2
648000,2,2,1,1,950,2
649888,2,2,1,3,950,1
650000,2,2,1,3,950,2
650000,2,2,1,3,950,1
660000,2,2,1,3,950,2
670000,2,2,1,3,950,2
680000,2,2,1,3,950,2
698000,2,2,1,3,950,2
700000,3,2,2,3,950,2
700000,3,2,1,3,950,1
720000,3,2,2,3,950,1
740000,3,2,1,3,950,2
740000,3,2,2,3,950,1
750000,3,2,2,3,950,2
750000,3,2,1,3,950,2
750000,3,2,2,3,950,1
750000,3,2,1,3,950,1
760000,2,2,1,3,950,2
950000,1,1,1,1,950,1
980000,2,2,1,1,950,2
999999,2,2,2,3,950,1
1050000,1,2,1,3,950,2
1200000,2,2,1,3,950,2
1250000,1,2,1,3,950,1
1300000,2,2,2,3,950,2
1350000,2,2,1,1,950,2
1400000,2,2,1,3,950,2
1467800,2,2,1,1,951,2
182000,3,2,1,2,952,1
185000,3,2,1,2,952,1
335000,3,2,1,0,952,1
350000,3,2,2,1,952,1
350000,3,2,1,0,952,0
360000,3,2,1,0,952,1
385000,3,2,1,0,952,1
390000,3,2,1,0,952,1
390000,3,2,1,3,952,0
393000,3,2,1,3,952,1
393000,3,2,1,3,952,0
395000,3,2,1,0,952,2
398000,3,2,1,0,952,1
408000,3,2,1,0,952,1
430000,3,2,1,0,952,2
435000,3,2,1,0,952,1
450000,3,2,1,0,952,1
475000,2,2,2,1,952,1
500000,3,2,1,1,952,1
500000,2,2,1,1,952,1
620000,2,2,1,1,952,1
850000,2,2,1,3,952,2
1100000,2,2,1,3,952,2
1150000,2,2,1,3,952,0
350000,3,2,1,0,953,2
470000,3,2,1,3,953,1
488888,3,2,1,3,953,2
620000,2,2,1,1,953,1
648000,3,2,1,3,953,1
650000,3,2,1,3,953,0
650000,2,2,1,1,953,1
650000,3,2,1,3,953,0
650000,3,2,2,3,953,0
650000,3,2,2,3,953,0
660000,3,2,1,3,953,0
660000,3,3,1,3,953,1
660000,3,2,2,3,953,0
660000,3,2,2,3,953,0
668000,3,2,1,3,953,1
680000,3,2,1,3,953,0
680000,3,2,2,3,953,0
690000,3,2,1,3,953,1
699999,3,2,1,3,953,1
700000,3,2,1,3,953,1
700000,3,2,1,3,953,0
720000,3,2,1,3,953,0
730000,3,2,1,3,953,1
730000,3,2,1,3,953,0
748000,3,2,1,3,953,2
763000,3,2,1,3,953,1
830000,2,2,2,3,953,1
880000,2,2,1,3,953,1
900000,3,2,1,3,953,2
910000,2,2,1,0,953,2
950000,2,2,1,3,953,1
985000,2,2,1,0,953,1
990000,2,2,1,3,953,1
1000000,2,2,1,1,953,2
1100000,2,2,1,0,953,2
1100000,2,2,1,3,953,0
350000,3,2,1,0,954,1
355000,3,2,1,1,954,1
400000,3,2,1,0,954,1
1100000,2,2,1,3,954,2
390000,3,2,1,0,955,1
955000,2,2,1,3,955,1
298000,3,2,1,1,956,1
320000,3,2,1,1,956,0
329000,3,2,1,1,956,1
339000,3,2,1,1,956,1
340000,3,2,1,1,956,1
350000,3,2,1,1,956,1
350000,3,2,1,1,956,2
350000,3,2,1,0,956,2
355000,4,2,1,0,956,1
365000,3,2,1,1,956,1
370000,3,2,1,0,956,0
370000,3,2,1,0,956,1
380000,3,2,1,1,956,1
390000,3,2,1,0,956,2
398000,3,2,1,3,956,1
398000,3,2,1,1,956,1
400000,3,2,1,1,956,2
415000,3,2,1,1,956,1
418000,3,2,1,1,956,1
495000,3,2,1,1,956,1
540000,2,1,1,1,956,2
700000,1,2,2,1,956,0
820000,3,2,1,0,956,2
820000,3,2,1,3,956,2
830000,3,2,1,3,956,2
830000,3,2,1,3,956,2
830000,3,2,1,3,956,2
830000,3,2,1,0,956,2
440000,3,2,2,1,957,2
450000,3,2,2,3,957,1
490000,3,2,1,1,957,1
495000,3,2,1,1,957,1
599000,3,2,1,1,957,1
260000,2,2,1,0,958,0
280000,2,2,1,1,958,2
298999,2,2,1,1,958,1
300000,3,2,1,1,958,1
370000,3,2,1,0,958,1
378000,3,2,1,1,958,2
399000,3,2,1,1,958,2
400000,3,2,1,0,958,0
479000,3,2,1,3,958,0
538401,3,2,2,3,958,0
550000,2,2,1,1,958,2
553000,3,2,2,3,958,0
558000,3,2,2,3,958,1
560000,3,2,2,3,958,1
570000,3,2,2,3,958,1
590000,3,2,1,3,958,2
598000,2,2,2,1,958,1
600000,3,2,2,3,958,0
630000,3,2,2,1,958,2
773798,3,2,2,1,958,1
1245400,2,2,1,1,958,2
320000,3,2,1,1,959,0
360000,2,2,1,1,959,0
380000,3,2,1,1,959,0
405000,3,2,1,1,959,1
490000,3,2,1,1,959,1
1050000,2,2,1,3,959,2
317000,3,2,1,0,960,1
320000,3,2,1,1,960,0
330000,3,2,1,1,960,0
330000,3,2,1,1,960,1
335000,3,2,1,1,960,1
358000,3,2,2,0,960,1
358000,3,2,2,1,960,1
365000,3,2,2,0,960,1
365000,3,2,1,0,960,2
365000,3,2,1,0,960,1
368000,3,2,2,1,960,1
370000,3,2,1,0,960,2
378000,3,2,2,1,960,1
378000,3,2,1,1,960,1
380000,3,2,1,0,960,2
380000,3,2,1,1,960,2
380000,3,2,1,1,960,0
380000,3,2,1,1,960,2
380000,3,2,1,1,960,1
380000,3,2,1,1,960,1
385000,3,2,1,1,960,2
390000,3,2,1,1,960,1
395000,2,3,1,0,960,0
400000,3,2,1,1,960,1
405000,3,2,1,1,960,1
430000,3,2,1,1,960,1
450000,3,2,1,1,960,2
460000,3,2,1,1,960,2
480000,2,2,1,1,960,2
495000,3,2,2,1,960,1
495000,3,2,2,1,960,1
495000,3,2,2,1,960,1
500000,3,2,2,3,960,1
520888,3,2,2,1,960,1
528000,3,2,2,1,960,1
538000,2,2,1,1,960,1
